,title,link,link_alternative,link_icon,summary,ondemand,generationdate,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,illuminationazimuthangle,illuminationzenithangle,vegetationpercentage,notvegetatedpercentage,waterpercentage,unclassifiedpercentage,mediumprobacloudspercentage,highprobacloudspercentage,snowicepercentage,cloudcoverpercentage,level1cpdiidentifier,gmlfootprint,footprint,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,datastripidentifier,granuleidentifier,identifier,uuid
3f0f5e12-7126-46ba-9cf1-9a394700c29f,S2B_MSIL2A_20210523T143729_N0300_R096_T19JBF_20210523T184740,https://apihub.copernicus.eu/apihub/odata/v1/Products('3f0f5e12-7126-46ba-9cf1-9a394700c29f')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('3f0f5e12-7126-46ba-9cf1-9a394700c29f')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('3f0f5e12-7126-46ba-9cf1-9a394700c29f')/Products('Quicklook')/$value,"Date: 2021-05-23T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 840.58 MB",false,2021-05-23 18:47:40,2021-05-23 14:37:29.024,2021-05-23 14:37:29.024,2021-05-23 22:26:48.832,22001,96,30.8852273574181,58.3815499261758,0.503692,45.81086,41.290918,2.300887,0.008746,0.000861,0.010428,2.98853,S2B_OPER_MSI_L1C_TL_VGS2_20210523T180340_A022001_T19JBF_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.042842953530783,-72.143524 -30.93449441807547,-72.111755 -30.787396669673377,-72.06882 -30.69650147528159,-72.04236 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.042842953530783,-72.143524</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.04236 -30.69650147528159, -72.06882 -30.787396669673377, -72.111755 -30.93449441807547, -72.143524 -31.042842953530783, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,03.00,Sentinel-2,S2B_MSIL2A_20210523T143729_N0300_R096_T19JBF_20210523T184740.SAFE,Multi-Spectral Instrument,MSI,840.58 MB,GS2B_20210523T143729_022001_N03.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20210523T184740_S20210523T144653_N03.00,S2B_OPER_MSI_L2A_TL_VGS2_20210523T184740_A022001_T19JBF_N03.00,S2B_MSIL2A_20210523T143729_N0300_R096_T19JBF_20210523T184740,3f0f5e12-7126-46ba-9cf1-9a394700c29f
1a1e346a-2320-47bf-8a9a-3182a69b3e59,S2B_MSIL2A_20210523T143729_N0300_R096_T19JCF_20210523T184740,https://apihub.copernicus.eu/apihub/odata/v1/Products('1a1e346a-2320-47bf-8a9a-3182a69b3e59')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('1a1e346a-2320-47bf-8a9a-3182a69b3e59')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('1a1e346a-2320-47bf-8a9a-3182a69b3e59')/Products('Quicklook')/$value,"Date: 2021-05-23T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.12 GB",false,2021-05-23 18:47:40,2021-05-23 14:37:29.024,2021-05-23 14:37:29.024,2021-05-23 22:26:19.505,22001,96,29.8660453482113,57.9468378020922,0.663794,26.398197,0.23397100000000004,8.202375,15.961729,4.387598,26.696548,20.664672,S2B_OPER_MSI_L1C_TL_VGS2_20210523T180340_A022001_T19JCF_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,03.00,Sentinel-2,S2B_MSIL2A_20210523T143729_N0300_R096_T19JCF_20210523T184740.SAFE,Multi-Spectral Instrument,MSI,1.12 GB,GS2B_20210523T143729_022001_N03.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20210523T184740_S20210523T144653_N03.00,S2B_OPER_MSI_L2A_TL_VGS2_20210523T184740_A022001_T19JCF_N03.00,S2B_MSIL2A_20210523T143729_N0300_R096_T19JCF_20210523T184740,1a1e346a-2320-47bf-8a9a-3182a69b3e59
9b6a881f-a69c-4a49-ae99-4121912e0d83,S2B_MSIL2A_20210523T143729_N0300_R096_T19JBG_20210523T184740,https://apihub.copernicus.eu/apihub/odata/v1/Products('9b6a881f-a69c-4a49-ae99-4121912e0d83')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('9b6a881f-a69c-4a49-ae99-4121912e0d83')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('9b6a881f-a69c-4a49-ae99-4121912e0d83')/Products('Quicklook')/$value,"Date: 2021-05-23T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 768.55 MB",false,2021-05-23 18:47:40,2021-05-23 14:37:29.024,2021-05-23 14:37:29.024,2021-05-23 22:24:50.352,22001,96,31.2118841309825,57.626053495493,2.068184,40.861374,34.793174,4.971803,0.092613,0.008398,0.004341,8.281108,S2B_OPER_MSI_L1C_TL_VGS2_20210523T180340_A022001_T19JBG_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.784714028084554,-72.06802 -30.64025117496056,-72.02597 -30.49310644410257,-71.98328 -30.345994532818896,-71.940674 -30.198926298775994,-71.89813 -30.088574566845175,-71.86621 -30.05223353525392,-71.85565 -29.9052333160456,-71.81311 -29.833015297332317,-71.79236 -29.800164113893135,-71.78287 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.784714028084554,-72.06802</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.78287 -29.800164113893135, -71.79236 -29.833015297332317, -71.81311 -29.9052333160456, -71.85565 -30.05223353525392, -71.86621 -30.088574566845175, -71.89813 -30.198926298775994, -71.940674 -30.345994532818896, -71.98328 -30.49310644410257, -72.02597 -30.64025117496056, -72.06802 -30.784714028084554, -70.98834 -30.80606353252509)))",SAFE,03.00,Sentinel-2,S2B_MSIL2A_20210523T143729_N0300_R096_T19JBG_20210523T184740.SAFE,Multi-Spectral Instrument,MSI,768.55 MB,GS2B_20210523T143729_022001_N03.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20210523T184740_S20210523T144653_N03.00,S2B_OPER_MSI_L2A_TL_VGS2_20210523T184740_A022001_T19JBG_N03.00,S2B_MSIL2A_20210523T143729_N0300_R096_T19JBG_20210523T184740,9b6a881f-a69c-4a49-ae99-4121912e0d83
dfb10f28-02b4-4d86-b363-774df2ba6bf7,S2A_MSIL2A_20210518T143731_N0300_R096_T19JBF_20210518T183850,https://apihub.copernicus.eu/apihub/odata/v1/Products('dfb10f28-02b4-4d86-b363-774df2ba6bf7')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('dfb10f28-02b4-4d86-b363-774df2ba6bf7')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('dfb10f28-02b4-4d86-b363-774df2ba6bf7')/Products('Quicklook')/$value,"Date: 2021-05-18T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 906.11 MB",false,2021-05-18 18:38:50,2021-05-18 14:37:31.024,2021-05-18 14:37:31.024,2021-05-19 10:07:58.739,30838,96,31.3658490137616,57.454270613469,0.00505,8.018177,0.4813160000000001,2.175198,1.395952,80.567104,0.006558,87.030492,S2A_OPER_MSI_L1C_TL_VGS1_20210518T181600_A030838_T19JBF_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.076753864680366,-72.14465 -31.05226301362552,-72.13748 -30.905139867919647,-72.09445 -30.757989071795112,-72.051636 -30.696669377576974,-72.033844 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.076753864680366,-72.14465</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.033844 -30.696669377576974, -72.051636 -30.757989071795112, -72.09445 -30.905139867919647, -72.13748 -31.05226301362552, -72.14465 -31.076753864680366, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,03.00,Sentinel-2,S2A_MSIL2A_20210518T143731_N0300_R096_T19JBF_20210518T183850.SAFE,Multi-Spectral Instrument,MSI,906.11 MB,GS2A_20210518T143731_030838_N03.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS1_20210518T183850_S20210518T144635_N03.00,S2A_OPER_MSI_L2A_TL_VGS1_20210518T183850_A030838_T19JBF_N03.00,S2A_MSIL2A_20210518T143731_N0300_R096_T19JBF_20210518T183850,dfb10f28-02b4-4d86-b363-774df2ba6bf7
83f332ab-471c-46af-8788-7e3cfa3af147,S2A_MSIL2A_20210518T143731_N0300_R096_T19JCF_20210518T183850,https://apihub.copernicus.eu/apihub/odata/v1/Products('83f332ab-471c-46af-8788-7e3cfa3af147')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('83f332ab-471c-46af-8788-7e3cfa3af147')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('83f332ab-471c-46af-8788-7e3cfa3af147')/Products('Quicklook')/$value,"Date: 2021-05-18T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.05 GB",false,2021-05-18 18:38:50,2021-05-18 14:37:31.024,2021-05-18 14:37:31.024,2021-05-19 09:53:36.069,30838,96,30.3313609553903,57.0131674516955,0.304644,29.709277,0.048009,17.438187,25.63419,8.744224,0.084101,37.58004,S2A_OPER_MSI_L1C_TL_VGS1_20210518T181600_A030838_T19JCF_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,03.00,Sentinel-2,S2A_MSIL2A_20210518T143731_N0300_R096_T19JCF_20210518T183850.SAFE,Multi-Spectral Instrument,MSI,1.05 GB,GS2A_20210518T143731_030838_N03.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS1_20210518T183850_S20210518T144635_N03.00,S2A_OPER_MSI_L2A_TL_VGS1_20210518T183850_A030838_T19JCF_N03.00,S2A_MSIL2A_20210518T143731_N0300_R096_T19JCF_20210518T183850,83f332ab-471c-46af-8788-7e3cfa3af147
af53c435-ed45-4bdc-a3c0-9463d1f2d42b,S2A_MSIL2A_20210518T143731_N0300_R096_T19JBG_20210518T183850,https://apihub.copernicus.eu/apihub/odata/v1/Products('af53c435-ed45-4bdc-a3c0-9463d1f2d42b')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('af53c435-ed45-4bdc-a3c0-9463d1f2d42b')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('af53c435-ed45-4bdc-a3c0-9463d1f2d42b')/Products('Quicklook')/$value,"Date: 2021-05-18T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 746.20 MB",false,2021-05-18 18:38:50,2021-05-18 14:37:31.024,2021-05-18 14:37:31.024,2021-05-19 09:53:20.478,30838,96,31.7078540512502,56.7030021798755,0.014663,2.184946,0.065994,3.546497,0.631283,91.752338,0.001025,92.383949,S2A_OPER_MSI_L1C_TL_VGS1_20210518T181600_A030838_T19JBG_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.78488357485268,-72.05945 -30.757989071795112,-72.051636 -30.610864491419136,-72.00894 -30.46923263002853,-71.96771 -30.46411933204681,-71.96622 -30.46175225487715,-71.965546 -30.316975175000533,-71.92316 -30.170175689075183,-71.88019 -30.023359506709127,-71.83737 -29.876453991193447,-71.79483 -29.80035430986849,-71.77295 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.78488357485268,-72.05945</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.77295 -29.80035430986849, -71.79483 -29.876453991193447, -71.83737 -30.023359506709127, -71.88019 -30.170175689075183, -71.92316 -30.316975175000533, -71.965546 -30.46175225487715, -71.96622 -30.46411933204681, -71.96771 -30.46923263002853, -72.00894 -30.610864491419136, -72.051636 -30.757989071795112, -72.05945 -30.78488357485268, -70.98834 -30.80606353252509)))",SAFE,03.00,Sentinel-2,S2A_MSIL2A_20210518T143731_N0300_R096_T19JBG_20210518T183850.SAFE,Multi-Spectral Instrument,MSI,746.20 MB,GS2A_20210518T143731_030838_N03.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS1_20210518T183850_S20210518T144635_N03.00,S2A_OPER_MSI_L2A_TL_VGS1_20210518T183850_A030838_T19JBG_N03.00,S2A_MSIL2A_20210518T143731_N0300_R096_T19JBG_20210518T183850,af53c435-ed45-4bdc-a3c0-9463d1f2d42b
80e51ae1-436c-4a0d-adc2-123e52b45f78,S2A_MSIL2A_20210518T143731_N0300_R096_T19JCG_20210518T183850,https://apihub.copernicus.eu/apihub/odata/v1/Products('80e51ae1-436c-4a0d-adc2-123e52b45f78')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('80e51ae1-436c-4a0d-adc2-123e52b45f78')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('80e51ae1-436c-4a0d-adc2-123e52b45f78')/Products('Quicklook')/$value,"Date: 2021-05-18T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.08 GB",false,2021-05-18 18:38:50,2021-05-18 14:37:31.024,2021-05-18 14:37:31.024,2021-05-19 09:42:26.387,30838,96,30.6799319636015,56.2568240170986,0.501475,41.215608,0.098925,18.968803,11.158471,7.864466000000001,0.049081,19.023076,S2A_OPER_MSI_L1C_TL_VGS1_20210518T181600_A030838_T19JCG_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,03.00,Sentinel-2,S2A_MSIL2A_20210518T143731_N0300_R096_T19JCG_20210518T183850.SAFE,Multi-Spectral Instrument,MSI,1.08 GB,GS2A_20210518T143731_030838_N03.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_VGS1_20210518T183850_S20210518T144635_N03.00,S2A_OPER_MSI_L2A_TL_VGS1_20210518T183850_A030838_T19JCG_N03.00,S2A_MSIL2A_20210518T143731_N0300_R096_T19JCG_20210518T183850,80e51ae1-436c-4a0d-adc2-123e52b45f78
fb9f5241-d5b5-4372-91df-dcf86eea7057,S2B_MSIL2A_20210513T143729_N0300_R096_T19JBF_20210513T185017,https://apihub.copernicus.eu/apihub/odata/v1/Products('fb9f5241-d5b5-4372-91df-dcf86eea7057')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('fb9f5241-d5b5-4372-91df-dcf86eea7057')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('fb9f5241-d5b5-4372-91df-dcf86eea7057')/Products('Quicklook')/$value,"Date: 2021-05-13T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 930.94 MB",false,2021-05-13 18:50:17,2021-05-13 14:37:29.024,2021-05-13 14:37:29.024,2021-05-14 07:11:05.250,21858,96,31.9967914792926,56.432864249205,0.234786,33.714464,33.620319,2.540754,4.00575,9.218916,0.005019,20.865894,S2B_OPER_MSI_L1C_TL_VGS2_20210513T180715_A021858_T19JBF_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.051747024895555,-72.14383 -31.02586091398463,-72.13623 -30.87874718869221,-72.09326 -30.731724215929745,-72.05026 -30.696548307720672,-72.03998 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.051747024895555,-72.14383</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.03998 -30.696548307720672, -72.05026 -30.731724215929745, -72.09326 -30.87874718869221, -72.13623 -31.02586091398463, -72.14383 -31.051747024895555, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,03.00,Sentinel-2,S2B_MSIL2A_20210513T143729_N0300_R096_T19JBF_20210513T185017.SAFE,Multi-Spectral Instrument,MSI,930.94 MB,GS2B_20210513T143729_021858_N03.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20210513T185017_S20210513T144659_N03.00,S2B_OPER_MSI_L2A_TL_VGS2_20210513T185017_A021858_T19JBF_N03.00,S2B_MSIL2A_20210513T143729_N0300_R096_T19JBF_20210513T185017,fb9f5241-d5b5-4372-91df-dcf86eea7057
99ee8630-0eee-4356-ba44-b1f38a16e48c,S2B_MSIL2A_20210513T143729_N0300_R096_T19JCF_20210513T185017,https://apihub.copernicus.eu/apihub/odata/v1/Products('99ee8630-0eee-4356-ba44-b1f38a16e48c')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('99ee8630-0eee-4356-ba44-b1f38a16e48c')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('99ee8630-0eee-4356-ba44-b1f38a16e48c')/Products('Quicklook')/$value,"Date: 2021-05-13T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 936.10 MB",false,2021-05-13 18:50:17,2021-05-13 14:37:29.024,2021-05-13 14:37:29.024,2021-05-14 07:00:30.772,21858,96,30.9458152749737,55.9834161589751,0.089373,6.953089,0.070418,6.074423,6.474501,72.123516,0.158042,79.386673,S2B_OPER_MSI_L1C_TL_VGS2_20210513T180715_A021858_T19JCF_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,03.00,Sentinel-2,S2B_MSIL2A_20210513T143729_N0300_R096_T19JCF_20210513T185017.SAFE,Multi-Spectral Instrument,MSI,936.10 MB,GS2B_20210513T143729_021858_N03.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20210513T185017_S20210513T144659_N03.00,S2B_OPER_MSI_L2A_TL_VGS2_20210513T185017_A021858_T19JCF_N03.00,S2B_MSIL2A_20210513T143729_N0300_R096_T19JCF_20210513T185017,99ee8630-0eee-4356-ba44-b1f38a16e48c
c2863d1e-90d9-41ea-a0aa-02f32723d4fc,S2B_MSIL2A_20210513T143729_N0300_R096_T19JBG_20210513T185017,https://apihub.copernicus.eu/apihub/odata/v1/Products('c2863d1e-90d9-41ea-a0aa-02f32723d4fc')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('c2863d1e-90d9-41ea-a0aa-02f32723d4fc')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('c2863d1e-90d9-41ea-a0aa-02f32723d4fc')/Products('Quicklook')/$value,"Date: 2021-05-13T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 721.93 MB",false,2021-05-13 18:50:17,2021-05-13 14:37:29.024,2021-05-13 14:37:29.024,2021-05-14 06:54:00.670,21858,96,32.3571553820714,55.6872081144644,0.491219,27.153188,40.587213999999996,6.392828,3.435256,9.109461,0.002301,15.98476,S2B_OPER_MSI_L1C_TL_VGS2_20210513T180715_A021858_T19JBG_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.78475864379764,-72.065765 -30.731724215929745,-72.05026 -30.58475983199961,-72.00729 -30.437798358615627,-71.96442 -30.2908028699362,-71.92169 -30.14379623676227,-71.87909 -29.99677431975044,-71.83655 -29.849759195417352,-71.7941 -29.800221922911266,-71.77985 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.78475864379764,-72.065765</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.77985 -29.800221922911266, -71.7941 -29.849759195417352, -71.83655 -29.99677431975044, -71.87909 -30.14379623676227, -71.92169 -30.2908028699362, -71.96442 -30.437798358615627, -72.00729 -30.58475983199961, -72.05026 -30.731724215929745, -72.065765 -30.78475864379764, -70.98834 -30.80606353252509)))",SAFE,03.00,Sentinel-2,S2B_MSIL2A_20210513T143729_N0300_R096_T19JBG_20210513T185017.SAFE,Multi-Spectral Instrument,MSI,721.93 MB,GS2B_20210513T143729_021858_N03.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20210513T185017_S20210513T144659_N03.00,S2B_OPER_MSI_L2A_TL_VGS2_20210513T185017_A021858_T19JBG_N03.00,S2B_MSIL2A_20210513T143729_N0300_R096_T19JBG_20210513T185017,c2863d1e-90d9-41ea-a0aa-02f32723d4fc
ccc7e4a1-1a8c-4bfa-94a3-8e13b8574d93,S2B_MSIL2A_20210513T143729_N0300_R096_T19JCG_20210513T185017,https://apihub.copernicus.eu/apihub/odata/v1/Products('ccc7e4a1-1a8c-4bfa-94a3-8e13b8574d93')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('ccc7e4a1-1a8c-4bfa-94a3-8e13b8574d93')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('ccc7e4a1-1a8c-4bfa-94a3-8e13b8574d93')/Products('Quicklook')/$value,"Date: 2021-05-13T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.06 GB",false,2021-05-13 18:50:17,2021-05-13 14:37:29.024,2021-05-13 14:37:29.024,2021-05-14 06:49:59.119,21858,96,31.3128075301714,55.2324703814747,0.142322,32.779089,0.085945,15.750003,6.775987,28.755137,0.165769,38.695832,S2B_OPER_MSI_L1C_TL_VGS2_20210513T180715_A021858_T19JCG_N03.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,03.00,Sentinel-2,S2B_MSIL2A_20210513T143729_N0300_R096_T19JCG_20210513T185017.SAFE,Multi-Spectral Instrument,MSI,1.06 GB,GS2B_20210513T143729_021858_N03.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_VGS2_20210513T185017_S20210513T144659_N03.00,S2B_OPER_MSI_L2A_TL_VGS2_20210513T185017_A021858_T19JCG_N03.00,S2B_MSIL2A_20210513T143729_N0300_R096_T19JCG_20210513T185017,ccc7e4a1-1a8c-4bfa-94a3-8e13b8574d93
